id,Title,Address,Phone,Email,Web,Schedule,About,Image,Reviews_number
1621,Avantis Swimming Academy,"475 Victory Blvd, Staten Island, NY 10304",(347) 380-8777,NULL,avantissa.com,"Mon 9:00 am - 5:00 pm;
Tue 9:00 am - 5:00 pm;
Wed 9:00 am - 5:00 pm;
Thu 9:00 am - 5:00 pm;
Fri 9:00 am - 5:00 pm & 6:30 pm - 9:00 pm;
Sat 6:30 pm - 9:00 pm;
Sun 6:30 pm - 9:00 pm","1. Avantis Swimming Academy provides beginner swim classes and intermediate swimmers appropriate swim classes based on age and ability. Our approach to every child is unique, gentle and encouraging and we recognize that every child is different and has different needs. Our goal is to challenge your swimmer to learning to swim with technique classes that are designed to fit your child's skill level. Our WSI, CPR, Lifeguard training and experienced Instructors provide an individual approach to each student.About our Swim Program:Our classes are 30 minutes or more.Age: 4 and upHeated In-Door PoolClasses are on Fridays, Saturdays and SundaysSystematic teaching approachHigh Instructor-to-student ratioClasses designed for all levelsHere is a list of classes:Learn to Swim ClassesBeginners 1Beginners 2Intermediate 1Intermediate 2Intermediate 3Adult Swimming ClassesPrivate Classes2. We ALSO run a swim camp in NYC and year round swim program. We provide a well-rounded and balanced program that promotes the growth and health of the entire student including their physical and mental well being. WSI, CPR, AED, Lifeguard training and First Aid, Coach certificateServices: Summer Camps NYC, Day Camps NYC, NYC Summer Camp, Summer Camp New York, Day Camp NYC, NY Summer Camps, Summer Camps In New York, Day Camp New York, Day Camp NY Serving: Staten Island NY &amp; nearby towns in New Jersey
The chance to participate in an Avantis Swimming Academy program is a once in a lifetime type of opportunity that you won't want to miss out on.The primary goal of Avantis is to see children achieve a healthy and balanced lifestyle that will cause them to be successful in every aspect.  We truly believe that it is our mission and calling to develop a program where kids can train and develop their physical body to fulfill their swimming potential, be motivated, embrace challenges, have confidence and become the best that they can be with the help of our trainers.Our focus is not just on developing better swimmers.  We work closely with each child to help them become a well-rounded individual. Just take a look at all the positive attributes your child will build with the help of our expert staff...self confidence, endurance, physical strength, coordination, mental focus, commitment and follow-through, self esteem, and an undeniable love for swimming!",https://s3-media0.fl.yelpcdn.com/bphoto/Iw-rK7bMYA7hgY9ECGDQ_g/l.jpg,1
1622,Jka Karate of Staten Island,"521 Jewett Ave, Staten Island, NY 10302",(718) 815-5700,NULL,,,,,0
1623,Goju Karate Academy,"268 Watchogue Rd, Staten Island, NY 10314",(718) 494-8580,NULL,,,,,0
1624,Miss Theresa's Danceland,"264 Watchogue Rd, Staten Island, NY 10314",(718) 494-4492,NULL,,,,,2
1625,Aikido of Staten Island,"521 Jewett Ave, Staten Island, NY 10302",,NULL,,"Mon Closed;
Tue 9:00 am - 10:30 am & 7:00 pm - 8:30 pm;
Wed Closed;
Thu 9:00 am - 10:30 am;
Fri Closed;
Sat 9:00 am - 10:30 am;
Sun Closed",,,1
1626,Double Dragon Martial Arts Academy,"407 Manor Rd, Staten Island, NY 10314",(718) 913-6133,NULL,doubledragonnyc.com,"Mon 4:00 pm - 9:00 pm;
Tue 4:00 pm - 9:00 pm;
Wed 4:00 pm - 9:00 pm;
Thu 4:00 pm - 9:00 pm;
Fri 4:00 pm - 9:00 pm;
Sat 9:00 am - 1:00 pm;
Sun 9:00 am - 1:00 pm",,https://s3-media0.fl.yelpcdn.com/bphoto/oJ695ns3SmoYdV5kS-FEIA/l.jpg,2
1627,CKO Kickboxing,"1267 Forest Ave., Staten Island, NY 10302",(718) 815-5425,NULL,ckowesterleigh.com,"Mon 9:00 am - 10:00 pm;
Tue 9:00 am - 10:00 pm;
Wed 9:00 am - 10:00 pm;
Thu 9:00 am - 10:00 pm;
Fri 9:00 am - 10:00 pm;
Sat 9:00 am - 10:00 pm;
Sun 9:00 am - 1:00 pm","
CKO Kickboxing was originally formed in Hoboken, NJ as Take It To The Max in November, 1997 by Joseph Andreula. Joseph designed and created the intense workout, which was the first of its kind. CKO became so popular in Hoboken, that by 2004, nine additional locations opened throughout NJ and NY. In the summer of 2005, CKO opened the doors to its second Hoboken gym and today has over 40 locations!CKO has a massive army of devoted followers and has been recognized in countless national fitness magazines and television programs such as NBC's The Today Show. Become a part of the fitness revolution that is Cko Kickboxing",https://s3-media0.fl.yelpcdn.com/bphoto/vftmYRwMtbirW12TKkzBGg/l.jpg,18
1628,Kettle Bella Fitness,"268 Watchogue Rd, Staten Island, NY 10314",(718) 619-7866,NULL,traintrinity.com,,,https://s3-media0.fl.yelpcdn.com/bphoto/jowFuRtNvK8h-wGABGOiHQ/o.jpg,3
1629,Synergy Gym,"1268 Forest Ave, Staten Island, NY 10314",(718) 876-5878,NULL,,,,,0
1630,Pumping Iron Gym,"1377 Forest Ave, Staten Island, NY 10302",,NULL,,,,,2
1631,NY Sports Science Lab,"1165 Forest Ave, Staten Island, NY 10310",(718) 727-7466,NULL,nysportssciencelab.com,"Mon 9:00 am - 8:00 pm;
Tue 9:00 am - 8:00 pm;
Wed 9:00 am - 8:00 pm;
Thu 9:00 am - 8:00 pm;
Fri 9:00 am - 8:00 pm;
Sat 9:00 am - 5:00 pm;
Sun Closed","At the NY Sports Science Lab, our team of sports scientists, exercise scientists and biomechanists combine cutting-edge science and evidence-based methodologies to help athletes reach the very pinnacle of human performance unique to their genotype-phenotype and sport.
",https://s3-media0.fl.yelpcdn.com/bphoto/gtUOvfrBxXPToaUOmsDIZg/l.jpg,4
1632,Community Health Action,"380 Van Duzer St, Staten Island, NY 10304",(718) 720-1397,NULL,,,,,0
1633,Be Yoga & Dance,"1270 Bay St, Staten Island, NY 10305",(718) 981-0010,NULL,beyogadance.net,"Mon 8:30 am - 9:30 pm;
Tue 9:15 am - 9:30 pm;
Wed 5:45 am - 9:30 pm;
Thu 9:15 am - 9:30 pm;
Fri 5:45 am - 8:00 pm;
Sat 6:45 am - 8:30 pm;
Sun 8:30 am - 9:00 pm","Be Yoga &amp; Dance offers kick-asana, transformative yoga  &amp; dance classes for all levels &amp; abilities.  Baptiste Power Vinyasa Yoga is utilized as an access to Vitality , Power &amp; Freedom!  Our community is powerful, welcoming,  inspiring and will give you the tools to create your life through empowerment &amp; possibility.
Be Yoga &amp; Dance's mission is to create a loving, supportive community for all ages and abilities ",https://s3-media0.fl.yelpcdn.com/bphoto/nIvr3qOcb6FAzUNqUMW68A/l.jpg,14
1634,Verrazano CrossFit,"480 Bay St, Staten Island, NY 10304",(917) 946-4404,NULL,vzcrossfit.com,"Mon 5:15 am - 9:00 pm;
Tue 5:15 am - 8:00 pm;
Wed 5:15 am - 9:00 pm;
Thu 5:15 am - 8:00 pm;
Fri 5:15 am - 8:00 pm;
Sat 8:00 am - 10:00 am;
Sun 11:00 am - 1:00 pm","Verrazano CrossFit in Staten Island, NY is a premier Crossfit facility to help you achieve all of your fitness goals. We work to inspire people to do their best every day. Verrazano Crossfit was launched at the conference room table of Coastal Plumbing Supply, a family owned business in the Stapleton section of Staten Island. It was founded on the idea that focusing on the health of our employee's would have a significant ripple effect on the entire company. Not only would the employee's life be enhanced, but so would the lives of those around them. As a result, our organization could create a strong and sustainable ROI in the form of an enhanced wellness culture and overall productivity, controlled health care and disability costs, sick time and turnover.Verrazano Crossfit is committed to helping other employers and customers in the community receive these same results. Utilizing Crossfit as a way to maximize the overall workplace experience and drive sales to the next level. Please feel free to contact us to learn more about the workplace wellness programs we are implementing throughout the NYC business community.We hope to see you soon at Verrazano CrossFit!
Verrazano CrossFit opened July 3rd, 2013. Verrazano Crossfit was launched at the conference room table of Coastal Plumbing Supply, a family owned business in the Stapleton section of Staten Island. It was founded on the idea that focusing on the health of our employee's would have a significant ripple effect on the entire company. Not only would the employee's life be enhanced, but so would the lives of those around them. We look forward to growing our CrossFit community!",https://s3-media0.fl.yelpcdn.com/bphoto/xXTYwegPMflgKxAgPPfYMA/l.jpg,14
1635,New York Taekwondo Club,"990 Rossville Ave, Staten Island, NY 10309",(718) 966-6696,NULL,,"Mon 12:30 pm - 8:00 pm;
Tue 12:30 pm - 8:00 pm;
Wed 12:30 pm - 8:00 pm;
Thu 12:30 pm - 8:00 pm;
Fri 12:30 pm - 8:00 pm;
Sat 9:00 am - 2:00 pm;
Sun Closed",,https://s3-media0.fl.yelpcdn.com/bphoto/keDAzHSq_-BULbT1M4t-5g/o.jpg,0
1636,The MAX Challenge of Staten Island Woodrow,"971 Rossville Ave, Staten Island, NY 10309",(718) 873-4271,NULL,themaxchallenge.com/locations/…,,,,0
1637,Rise Dance Studios,"1 Gunton Pl, Staten Island, NY 10309",(718) 966-7473,NULL,risedancestudios.com,"Mon 9:30 am - 9:30 pm;
Tue 9:30 am - 9:30 pm;
Wed 9:30 am - 9:30 pm;
Thu 9:30 am - 9:30 pm;
Fri 9:30 am - 7:00 pm;
Sat 9:00 am - 2:00 pm;
Sun 9:30 am - 12:00 pm","Offering Dance &amp; Acrobatic classes for ages 2 &amp; up.  Join our Award Winning Competitive Team! Studio Award for Best Choreography at Groove National Dance Competition!  Adult Zumba &amp; Heels Fitness Classes offered Mornings &amp; Evenings Monday through Saturday.Our experienced and friendly staff seeks to provide the best possible dance education in an environment that is fun and nurturing. We hope to pass on our love and knowledge of dance while building self-esteem and confidence in each student. Rise Dance Studios training facility is conveniently located off Rossville Avenue and spans 1,850 square feet.  Ample parking is available. Take a look at the exciting Programs offered at RISE:*Ballet, Pointe, Tap, Jazz, Lyrical, Contemporary and Hip-Hop *Ages 2 and Up *Both Competitive and Recreational Classes are available*Saturday Morning Classes *All Boys Hip-Hop Classes *Acro Classes*Adult Fitness Classes (Zumba &amp; Heels)
Rise Dance Studios was established in 2008 with the mission to create a place in which children could learn the love of dance in a family friendly environment",https://s3-media0.fl.yelpcdn.com/bphoto/wM0fNBaupgetT0K5-vVeug/l.jpg,3
1638,Meridian Tai Chi,"6264 Amboy Rd, Staten Island, NY 10309",(347) 424-6044,NULL,,,,,0
1639,Seido Karate Staten Island,"Snug Harbor Cultural Ctr, 1000 Richmond Ter ,Bldg G, Staten Island, NY 10301",(718) 207-3613,NULL,statenislandseido.com,"Mon Closed;
Tue 4:30 am - 7:30 pm;
Wed Closed;
Thu 5:30 am - 7:30 pm;
Fri Closed;
Sat 9:00 am - 12:00 pm;
Sun Closed","Seido Karate is a traditional Japanese style of karate, into which its founder, Kaicho Tadashi Nakamura has distilled the essence of what he has learned about the martial arts in over 50 years of study, practice, and teaching.The World Seido Karate Organization officially opened its headquarters on October 15, 1976, in New York City. We are now a worldwide organization, with thriving branches throughout the United States and in such diverse places as Asia, Australia, Europe, New Zealand, South Africa, and South America. Nevertheless, within Seido, growth of our branch schools is not pursued for its own sake. Quality of instruction and development of the student is paramount.The physical training in Seido can be strenuous, emphasizing progressive development of strength, flexibility and aerobic capacity. In addition to developing students with the highest level of physical skill, Seido aims to develop individuals of the highest moral character.
The Staten Island Seido Karate dojo was founded by Jun-Shihan EdEllington in 1981. In 2007, upon his retirement from teaching, Kyoshi Roger Esposito was appointed Branch Chief Instructor for the Staten Island dojo. Kyoshi Roger and the other instructors have been instrumental in teaching students how to defend and protect oneself physically, while gaining confidence and self discipline, in order to meet the challenges of daily life. They instill the Seido Karate Bushido Spirit of facing challenges head on while always conducting oneself with respect, love and obedience",https://s3-media0.fl.yelpcdn.com/bphoto/6s9gGOysjlR31AyEDv10cw/l.jpg,3
1640,Mixed Martial Arts Nyc,"124 Port Richmond Ave, Staten Island, NY 10302",(718) 442-3732,NULL,,,,,0
1641,Xtreme Dance,"6322 Amboy Rd, Staten Island, NY 10309",(917) 836-4062,NULL,xtremedance.net,,,https://s3-media0.fl.yelpcdn.com/bphoto/rNXb_xUMtjY61lE-gZAwLg/l.jpg,1
1642,Pure Blu Pilates and Yoga Studio,"72 Sharrott Ave, Staten Island, NY 10309",(718) 966-7873,NULL,pureblustudio.com,"Mon 8:30 am - 12:30 pm & 6:00 pm - 8:00 pm;
Tue 8:30 am - 12:30 pm & 6:00 pm - 8:00 pm;
Wed 8:30 am - 12:30 pm & 6:00 pm - 8:00 pm;
Thu 4:00 pm - 8:00 pm;
Fri 8:30 am - 11:30 am;
Sat 8:00 am - 1:00 pm;
Sun 8:30 am - 9:30 am","We offer Pilates classes,  Yoga classes and Barre.  We use the Cadillac and Reformer for privates.  We also offer Group Springboard classes and Group Apparatus classes which would include the Reformer and Wunda Chair.
",https://s3-media0.fl.yelpcdn.com/bphoto/35S25jD6vYXzCZNMJg1mtw/o.jpg,6
